"","X","id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval","tissue","lo_ci","up_ci","or","or_lci95","or_uci95","exposure_tissue"
"83",83,"i7ZVrV","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CLPTM1","Wald ratio",1,-0.440661619705886,0.0909550674126028,1.26721673981837e-06,"Skin - Exposed",-0.618933551834588,-0.262389687577185,0.643610454825018,0.538518433467263,0.769211213241132,"CLPTM1-Skin - Exposed"
"84",84,"I9DE8d","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MARK4","Wald ratio",1,0.758913894023963,0.104457249458355,3.72194407979886e-13,"Skin - Exposed",0.554177685085587,0.963650102962339,2.13595508664217,1.7405091495127,2.62124685378982,"MARK4-Skin - Exposed"
"85",85,"ICL8th","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","IAH1","Wald ratio",1,-0.209755840199034,0.0400297404959989,1.60576597229918e-07,"Skin - Exposed",-0.288214131571192,-0.131297548826876,0.810782182221404,0.749601061799207,0.876956798099879,"IAH1-Skin - Exposed"
"86",86,"itE0DO","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ACE","Wald ratio",1,-0.379572866873589,0.0463431988624731,2.60194642368166e-16,"Skin - Exposed",-0.470405536644036,-0.288740197103142,0.684153571465751,0.624748858347287,0.749206826223847,"ACE-Skin - Exposed"
"87",87,"JFrjYo","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","SLC26A1","Wald ratio",1,-0.0556610416089645,0.0113457758675347,9.30082640872955e-07,"Skin - Exposed",-0.0778987623093325,-0.0334233209085965,0.945859688638512,0.925058072546205,0.967129066966394,"SLC26A1-Skin - Exposed"
"88",88,"JlvHoo","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ICA1L","Wald ratio",1,-0.237531087384305,0.0483114076035875,8.8030254452816e-07,"Skin - Exposed",-0.332221446287337,-0.142840728481273,0.788572375947521,0.717328455541524,0.866892129126644,"ICA1L-Skin - Exposed"
"89",89,"K8DsPh","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPT","Wald ratio",1,-0.110207414746878,0.0193661580261724,1.26503582363388e-08,"Skin - Exposed",-0.148165084478176,-0.0722497450155801,0.895648345354564,0.862288752702694,0.930298529375521,"MAPT-Skin - Exposed"
"90",90,"kcDwC2","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAT1A","Wald ratio",1,-0.0793170070559249,0.0156699452964144,4.15472626848278e-07,"Skin - Exposed",-0.110030099836897,-0.0486039142749527,0.923747043694166,0.895807171240978,0.952558349752445,"MAT1A-Skin - Exposed"
"91",91,"m0L2Di","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZSCAN26","Wald ratio",1,-0.170951846732464,0.0317150484888282,7.03621212414808e-08,"Skin - Exposed",-0.233113341770567,-0.108790351694361,0.842862159061489,0.792063794523681,0.896918435218989,"ZSCAN26-Skin - Exposed"
"92",92,"n3xkiu","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","SNX31","Wald ratio",1,0.151772909046122,0.0275340233225266,3.54385720606204e-08,"Skin - Exposed",0.0978062233339699,0.205739594758274,1.16389589618933,1.10274907736371,1.22843327187801,"SNX31-Skin - Exposed"
"93",93,"NQqb7U","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","DND1P1","Wald ratio",1,-0.0432473582616623,0.00765025471054676,1.57615131562899e-08,"Skin - Exposed",-0.0582418574943339,-0.0282528590289907,0.957674472073777,0.943421746222182,0.972142520706528,"DND1P1-Skin - Exposed"
"94",94,"PjZx2v","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","GPC2","Wald ratio",1,0.204062921786454,0.0391684755087743,1.88966329428457e-07,"Skin - Exposed",0.127292709789256,0.280833133783652,1.22637531675435,1.13574941410293,1.32423261581188,"GPC2-Skin - Exposed"
"95",95,"QifcN7","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","APH1B","Wald ratio",1,0.289153834548325,0.0304507135497794,2.18530421838598e-21,"Skin - Exposed",0.229470435990757,0.348837233105893,1.33529712755987,1.2579336771107,1.41741846276426,"APH1B-Skin - Exposed"
"96",96,"qJuX9V","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KAT8","Wald ratio",1,-0.086381552915152,0.0186530859765367,3.6398758631415e-06,"Skin - Exposed",-0.122941601429164,-0.0498215044011401,0.917244187250697,0.884315303802829,0.951399229920803,"KAT8-Skin - Exposed"
"97",97,"Qkq4Qu","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CEACAM22P","Wald ratio",1,-0.292951255162066,0.0403842408246012,4.0434621306812e-13,"Skin - Exposed",-0.372104367178284,-0.213798143145848,0.746058506311876,0.68928230032136,0.807511370277179,"CEACAM22P-Skin - Exposed"
"98",98,"qxuh2H","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZNF668","Wald ratio",1,0.223300482528418,0.0478501033989466,3.06125347306214e-06,"Skin - Exposed",0.129514279866483,0.317086685190353,1.25019617941069,1.13827536576697,1.3731215960735,"ZNF668-Skin - Exposed"
"99",99,"rPhDtX","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","B4GALT3","Wald ratio",1,-0.25543862207583,0.0522488090609652,1.01406708444535e-06,"Skin - Exposed",-0.357846287835322,-0.153030956316338,0.774576677010084,0.699180539301226,0.858103157687432,"B4GALT3-Skin - Exposed"
"100",100,"rXvquA","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZSCAN9","Wald ratio",1,-0.148121567216044,0.0316043446759169,2.77581778197574e-06,"Skin - Exposed",-0.210066082780841,-0.0861770516512469,0.862326277964871,0.810530682078952,0.917431784027535,"ZSCAN9-Skin - Exposed"
"101",101,"SDgocp","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ADAM10","Wald ratio",1,-0.145830887435538,0.0316450388648545,4.05909554437422e-06,"Skin - Exposed",-0.207855163610653,-0.0838066112604232,0.864303855467673,0.812324682366019,0.919609080940976,"ADAM10-Skin - Exposed"
"102",102,"SGRll2","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","PRSS36","Wald ratio",1,-0.324512160166937,0.0594087222352858,4.69831239114075e-08,"Skin - Exposed",-0.440953255748097,-0.208071064585777,0.722879917255951,0.64342278218663,0.812149319606155,"PRSS36-Skin - Exposed"
"103",103,"SmkJj0","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ARHGAP27","Wald ratio",1,-0.0956603920103571,0.0209504164320204,4.97029332430524e-06,"Skin - Exposed",-0.136723208217117,-0.0545975758035971,0.908772590101004,0.872211613731132,0.946866113128217,"ARHGAP27-Skin - Exposed"
"104",104,"U8weQk","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-707O23.1","Wald ratio",1,-0.0485943375930389,0.00900235365617733,6.74031960268137e-08,"Skin - Exposed",-0.0662389507591465,-0.0309497244269313,0.952567472144446,0.935907201834157,0.969524315241298,"RP11-707O23.1-Skin - Exposed"
"105",105,"UpSFWQ","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","BCAM","Wald ratio",1,-0.580917756133857,0.0600049778042457,3.62580486086931e-22,"Skin - Exposed",-0.698527512630179,-0.463307999637535,0.559384752127601,0.497317057996477,0.629198809655699,"BCAM-Skin - Exposed"
"106",106,"upVJpM","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","NDUFAF6","Wald ratio",1,0.281257991871334,0.0509120426786962,3.30631843649067e-08,"Skin - Exposed",0.181470388221089,0.381045595521579,1.32479534628051,1.19897903228202,1.46381434726681,"NDUFAF6-Skin - Exposed"
"107",107,"uq9plZ","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CLU","Wald ratio",1,0.616161813685212,0.0510393518322082,1.47960280460562e-33,"Skin - Exposed",0.516124684094084,0.71619894327634,1.85180680473567,1.67552187530133,2.04663901594757,"CLU-Skin - Exposed"
"108",108,"V0JZ2P","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CHRNE","Wald ratio",1,0.0729607698347174,0.0142185284030673,2.87615084365702e-07,"Skin - Exposed",0.0450924541647055,0.100829085504729,1.07568833665571,1.04612457401151,1.10608757920679,"CHRNE-Skin - Exposed"
"109",109,"VDt45N","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPK8IP1P2","Wald ratio",1,-0.045275944349073,0.00800414016171112,1.54431918446394e-08,"Skin - Exposed",-0.0609640590660268,-0.0295878296321192,0.955733716124262,0.940857054449613,0.97084560488419,"MAPK8IP1P2-Skin - Exposed"
"110",110,"VpX8Yb","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KANSL1-AS1","Wald ratio",1,-0.0396984240493514,0.00767861200180877,2.34093994745263e-07,"Skin - Exposed",-0.0547485035728966,-0.0246483445258062,0.961079233836166,0.946723215521817,0.975652945409181,"KANSL1-AS1-Skin - Exposed"
"111",111,"VxJYte","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-259G18.1","Wald ratio",1,-0.068400939095766,0.0123449208681125,3.01064867325448e-08,"Skin - Exposed",-0.0925969839972665,-0.0442048941942655,0.933885967109887,0.911560799867178,0.956757903248853,"RP11-259G18.1-Skin - Exposed"
"112",112,"wn8pEQ","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","INO80E","Wald ratio",1,0.140239025873819,0.0230915665093436,1.25408995609555e-09,"Skin - Exposed",0.0949795555155055,0.185498496232132,1.15054877691926,1.0996363733975,1.20381838951036,"INO80E-Skin - Exposed"
"113",113,"yBinLy","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LINC02210","Wald ratio",1,-0.0448211784953299,0.00839861470849394,9.46353540737994e-08,"Skin - Exposed",-0.061282463323978,-0.0283598936666818,0.956168450027201,0.940557529244933,0.972038473352475,"LINC02210-Skin - Exposed"
"114",114,"z3GiD5","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-259G18.3","Wald ratio",1,-0.0425721767363719,0.00769095893595039,3.10601197209875e-08,"Skin - Exposed",-0.0576464562508347,-0.0274978972219091,0.958321294521274,0.943983627958971,0.972876728295172,"RP11-259G18.3-Skin - Exposed"
"115",115,"z5xCtx","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","FAM157C","Wald ratio",1,-0.160205333778539,0.0306433020985797,1.71288500772648e-07,"Skin - Exposed",-0.220266205891755,-0.100144461665323,0.851968833024961,0.802305191163172,0.904706713156853,"FAM157C-Skin - Exposed"
"116",116,"5AJeBB","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","SIRPB1","Inverse variance weighted",2,-0.0322179028575606,0.00713711484698008,6.35755887078174e-06,"Skin - Exposed",-0.0462066479576416,-0.0182291577574796,0.968295564718874,0.95484462511012,0.981935988324919,"SIRPB1-Skin - Exposed"
"117",117,"aeCGMK","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","C6orf106","Inverse variance weighted",2,-0.224478609337795,0.0517042075394213,1.41453582768492e-05,"Skin - Exposed",-0.325818856115061,-0.123138362560529,0.798932666215931,0.721935949870587,0.884141322040155,"C6orf106-Skin - Exposed"
"118",118,"Ecamn0","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CTB-171A8.1","Inverse variance weighted",2,0.072548714353936,0.0097767657029075,1.16658783652025e-13,"Skin - Exposed",0.0533862535762373,0.0917111751316347,1.07524518468884,1.05483700100694,1.09604821038027,"CTB-171A8.1-Skin - Exposed"
"119",119,"EcqvVz","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","GALNT6","Inverse variance weighted",2,-0.252393473410344,0.0612844045032723,3.81517949368807e-05,"Skin - Exposed",-0.372510906236758,-0.13227604058393,0.776938973090326,0.68900213709647,0.87609912278419,"GALNT6-Skin - Exposed"
"120",120,"LX3wV9","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","IDUA","Inverse variance weighted",2,0.193273953990363,0.0426049678104295,5.72176507982246e-06,"Skin - Exposed",0.109768217081921,0.276779690898805,1.21321511311831,1.11601936625308,1.31887577868867,"IDUA-Skin - Exposed"
"121",121,"okGZfR","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","HLA-DOB","Inverse variance weighted",2,-0.0442047119618744,0.00933962735369868,2.21195640023151e-06,"Skin - Exposed",-0.0625103815751238,-0.025899042348625,0.956758077601149,0.939403310276815,0.974433461156645,"HLA-DOB-Skin - Exposed"
"122",122,"txfwK9","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MIEF2","Inverse variance weighted",2,0.189743998729877,0.0404294096462973,2.68941748358017e-06,"Skin - Exposed",0.110502355823134,0.26898564163662,1.20894006784606,1.11683898012413,1.30863635103531,"MIEF2-Skin - Exposed"
"123",123,"071GY8","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","B4GALT3","Wald ratio",1,-0.395259052709127,0.0703176217366425,1.89797434632532e-08,"Skin - Unexposed",-0.533081591312946,-0.257436514105308,0.673505543212427,0.586793921605215,0.773030701301379,"B4GALT3-Skin - Unexposed"
"124",124,"1EkTRl","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-707O23.1","Wald ratio",1,-0.0466519179582369,0.00864251032118567,6.74031960268137e-08,"Skin - Unexposed",-0.0635912381877608,-0.029712597728713,0.954419556085595,0.93838849852876,0.970724481882283,"RP11-707O23.1-Skin - Unexposed"
"125",125,"1rdKti","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CLPTM1","Wald ratio",1,-0.346462024741334,0.0715117346441188,1.26721673981837e-06,"Skin - Unexposed",-0.486625024643807,-0.206299024838861,0.707185674336262,0.614697486143613,0.813589756359589,"CLPTM1-Skin - Unexposed"
"126",126,"1UlKad","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ICA1L","Wald ratio",1,-0.155704967793271,0.0331875597427931,2.70988384647355e-06,"Skin - Unexposed",-0.220752584889145,-0.0906573506973965,0.855811645126251,0.801915061651784,0.913330609385333,"ICA1L-Skin - Unexposed"
"127",127,"29PyHA","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","AC012146.7","Wald ratio",1,-0.0901043847189591,0.0165679915324819,5.37426080187266e-08,"Skin - Unexposed",-0.122577648122624,-0.0576311213152946,0.913835789800307,0.88463721185787,0.943998103998051,"AC012146.7-Skin - Unexposed"
"128",128,"3pR5c4","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","PRSS36","Wald ratio",1,-0.262715644336438,0.0443545893035545,3.15972949117304e-09,"Skin - Unexposed",-0.349650639371405,-0.175780649301471,0.768960524505946,0.704934323002304,0.838801954953932,"PRSS36-Skin - Unexposed"
"129",129,"3VSYJy","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CHRNE","Wald ratio",1,0.0748611641794778,0.0149078822649676,5.12474205450314e-07,"Skin - Unexposed",0.0456417149401413,0.104080613418814,1.07773451234195,1.04669932703643,1.10968990720725,"CHRNE-Skin - Unexposed"
"130",130,"4jZPtO","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPK8IP1P2","Wald ratio",1,-0.0435025173593512,0.00804386170040834,6.36743678633965e-08,"Skin - Unexposed",-0.0592684862921515,-0.0277365484265509,0.957430143892207,0.942453699286478,0.972644577794597,"MAPK8IP1P2-Skin - Unexposed"
"131",131,"5kB8Nj","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","C7orf43","Wald ratio",1,0.373562476248806,0.0606133118428397,7.13599034758556e-10,"Skin - Unexposed",0.25476038503684,0.492364567460772,1.45290133253315,1.29015244400233,1.63618050865995,"C7orf43-Skin - Unexposed"
"132",132,"5TB04j","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","TP53INP1","Wald ratio",1,0.194306666350238,0.0400479388660797,1.22313978258691e-06,"Skin - Unexposed",0.115812706172722,0.272800626527754,1.21446866252739,1.12278556163389,1.31363831408263,"TP53INP1-Skin - Unexposed"
"133",133,"7l8hE0","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZSCAN9","Wald ratio",1,-0.137158955320842,0.0297709360386325,4.08239543368602e-06,"Skin - Unexposed",-0.195509989956562,-0.0788079206851223,0.871831632840412,0.822415127631743,0.924217430447764,"ZSCAN9-Skin - Unexposed"
"134",134,"7xXA0L","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KANSL1-AS1","Wald ratio",1,-0.041958769891151,0.00748990792228196,2.1184265366047e-08,"Skin - Unexposed",-0.0566389894188236,-0.0272785503634784,0.958909315692923,0.944935139381719,0.973090149154906,"KANSL1-AS1-Skin - Unexposed"
"135",135,"8hTc2S","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","APOC2","Wald ratio",1,0.21460093759883,0.02837961879093,3.97536173541358e-14,"Skin - Unexposed",0.158976884768607,0.270224990429053,1.23936721341171,1.17231084813101,1.3102592133552,"APOC2-Skin - Unexposed"
"136",136,"97VI5R","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CTB-171A8.1","Wald ratio",1,0.0774178103643916,0.0101886651982153,2.99756042183486e-14,"Skin - Unexposed",0.0574480265758896,0.0973875941528936,1.08049342344827,1.05913022259998,1.10228753103564,"CTB-171A8.1-Skin - Unexposed"
"137",137,"9yIVVW","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ADGRF2","Wald ratio",1,0.212647253700916,0.0410019279347703,2.14542506535717e-07,"Skin - Unexposed",0.132283474948766,0.293011032453066,1.23694824536214,1.14143184074253,1.34045757888543,"ADGRF2-Skin - Unexposed"
"138",138,"aa1r0x","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","GAL3ST4","Wald ratio",1,0.338841615609701,0.0651928049035291,2.01953017271448e-07,"Skin - Unexposed",0.211063717998784,0.466619513220618,1.40332106345918,1.23499104371225,1.59459456582671,"GAL3ST4-Skin - Unexposed"
"139",139,"aLgEkz","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZSCAN26","Wald ratio",1,-0.15133410886581,0.028396789306628,9.86092366496935e-08,"Skin - Unexposed",-0.206991815906801,-0.0956764018248191,0.859560463906348,0.813026303843387,0.908758040936913,"ZSCAN26-Skin - Unexposed"
"140",140,"B2Afge","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","HLA-DQA2","Wald ratio",1,-0.200889110532625,0.0370058887823256,5.68069106565156e-08,"Skin - Unexposed",-0.273420652545983,-0.128357568519267,0.818003134456659,0.760772699337786,0.879538827514923,"HLA-DQA2-Skin - Unexposed"
"141",141,"C1pZ2x","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","STAG3","Wald ratio",1,-0.216577823589304,0.0438192340750452,7.71157345997483e-07,"Skin - Unexposed",-0.302463522376393,-0.130692124802215,0.80526986349291,0.738995444564965,0.877487889565582,"STAG3-Skin - Unexposed"
"142",142,"CD2XLI","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LRRC37A4P","Wald ratio",1,0.0442671715908327,0.00818525059604076,6.36743678633968e-08,"Skin - Unexposed",0.0282240804225928,0.0603102627590726,1.04526158178568,1.02862615358183,1.06216604599504,"LRRC37A4P-Skin - Unexposed"
"143",143,"cKn5Th","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","EARS2","Wald ratio",1,-0.154491508767421,0.0329061336363821,2.66717275073626e-06,"Skin - Unexposed",-0.21898753069473,-0.0899954868401121,0.856850767830362,0.803331735079812,0.913935309998102,"EARS2-Skin - Unexposed"
"144",144,"dwwUQC","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","INO80E","Wald ratio",1,0.132832476241281,0.021741044015539,9.97835163513773e-10,"Skin - Unexposed",0.0902200299708246,0.175444922511737,1.14205866034505,1.09441506132911,1.19177634679583,"INO80E-Skin - Unexposed"
"145",145,"e5sa5y","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","AC092066.1","Wald ratio",1,-0.148952655483087,0.0313139105276944,1.96727977570457e-06,"Skin - Unexposed",-0.210327920117368,-0.087577390848806,0.861609906438111,0.81031848266606,0.916147967438413,"AC092066.1-Skin - Unexposed"
"146",146,"EjsnaY","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","APH1B","Wald ratio",1,0.344197317539327,0.0362473281302477,2.18530421838594e-21,"Skin - Unexposed",0.273152554404042,0.415242080674612,1.41085699487475,1.31410070138344,1.51473738495952,"APH1B-Skin - Unexposed"
"147",147,"FcBaS3","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-259G18.1","Wald ratio",1,-0.0735859208714374,0.013269592288292,2.93191497529364e-08,"Skin - Unexposed",-0.0995943217564897,-0.0475775199863851,0.929056317033716,0.905204565357176,0.953536552126947,"RP11-259G18.1-Skin - Unexposed"
"148",148,"itTJlg","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","DND1P1","Wald ratio",1,-0.0433180752127831,0.00781799515810818,3.0106486732545e-08,"Skin - Unexposed",-0.0586413457226751,-0.0279948047028911,0.9576067506495,0.943044935610919,0.972393418660841,"DND1P1-Skin - Unexposed"
"149",149,"JcHiFi","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPK8IP1P1","Wald ratio",1,-0.0465949392643438,0.00830237099619218,1.99718511950821e-08,"Skin - Unexposed",-0.0628675864168805,-0.0303222921118071,0.954473939214652,0.93906781079061,0.970132817003852,"MAPK8IP1P1-Skin - Unexposed"
"150",150,"jYtp6M","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","NUP160","Wald ratio",1,-0.333662216002318,0.0591214109820807,1.66455105140849e-08,"Skin - Unexposed",-0.449540181527196,-0.21778425047744,0.716295694591087,0.637921412242827,0.804298950063182,"NUP160-Skin - Unexposed"
"151",151,"JzbRbB","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CPSF3","Wald ratio",1,0.148472845118759,0.031770672366514,2.96445504462479e-06,"Skin - Unexposed",0.0862023272803916,0.210743362957126,1.16006129601999,1.09002684816353,1.23459547147016,"CPSF3-Skin - Unexposed"
"152",152,"kHTvev","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KAT8","Wald ratio",1,-0.0960785028054799,0.0207470288834455,3.63987586314151e-06,"Skin - Unexposed",-0.136742679417033,-0.0554143261939267,0.908392701893985,0.872194630889771,0.946093075593057,"KAT8-Skin - Unexposed"
"153",153,"kq29Jk","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-385F7.1","Wald ratio",1,-0.222430436650694,0.0339048069266552,5.36493965422457e-11,"Skin - Unexposed",-0.288883858226938,-0.15597701507445,0.800570695192183,0.749099202060125,0.855578855561314,"RP11-385F7.1-Skin - Unexposed"
"154",154,"lee7sx","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","C17orf107","Wald ratio",1,0.140614109885958,0.0273250114246471,2.6612011872871e-07,"Skin - Unexposed",0.0870570874936497,0.194171132278266,1.150980410315,1.09095895805319,1.21430407179835,"C17orf107-Skin - Unexposed"
"155",155,"LQPhvA","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","TRIM72","Wald ratio",1,0.165323027283985,0.0354839668316846,3.17608922552758e-06,"Skin - Unexposed",0.0957744522938832,0.234871602274087,1.17977415640675,1.10051081830878,1.26474636774968,"TRIM72-Skin - Unexposed"
"156",156,"MxWASr","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-259G18.3","Wald ratio",1,-0.0420540015433819,0.00778777806358923,6.6640896970857e-08,"Skin - Unexposed",-0.0573180465480168,-0.026789956538747,0.958818001522518,0.944293692252968,0.97356571116156,"RP11-259G18.3-Skin - Unexposed"
"157",157,"nxnr2h","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CTB-39G8.3","Wald ratio",1,-0.214728730331922,0.0400826963286254,8.45482701607357e-08,"Skin - Unexposed",-0.293290815136028,-0.136166645527816,0.806760260084355,0.745805217710668,0.872697189286594,"CTB-39G8.3-Skin - Unexposed"
"158",158,"ovJl8I","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CD2AP","Wald ratio",1,0.380290719176029,0.0835029886021439,5.25810904698779e-06,"Skin - Unexposed",0.216624861515827,0.543956576836231,1.46270976540559,1.24187813846039,1.72280982453347,"CD2AP-Skin - Unexposed"
"159",159,"p9sMqU","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","FCER1G","Wald ratio",1,-0.355785634766805,0.0621105851964821,1.01465452717589e-08,"Skin - Unexposed",-0.47752238175191,-0.2340488877817,0.700622793307204,0.620318401628235,0.791323128917551,"FCER1G-Skin - Unexposed"
"160",160,"pzdJay","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LINC02210","Wald ratio",1,-0.0456063683498807,0.00825416904321425,3.29012038476989e-08,"Skin - Unexposed",-0.0617845396745806,-0.0294281970251808,0.955417970933841,0.940085416081463,0.971000595869511,"LINC02210-Skin - Unexposed"
"161",161,"QJ2CyJ","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ACE","Wald ratio",1,-0.410196894509364,0.0506493116696014,5.55197163944288e-16,"Skin - Unexposed",-0.509469545381783,-0.310924243636945,0.663519593909098,0.60081419896456,0.732769385710313,"ACE-Skin - Unexposed"
"162",162,"Rou6zD","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","NBEAL1","Wald ratio",1,0.164360127942307,0.0328720255884613,5.7330314375839e-07,"Skin - Unexposed",0.0999309577889229,0.228789298095691,1.17863869940135,1.10509461726586,1.25707714255593,"NBEAL1-Skin - Unexposed"
"163",163,"rvxH3R","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-455F5.3","Wald ratio",1,-0.105060080542375,0.0197137908569217,9.86092366496935e-08,"Skin - Unexposed",-0.143699110621942,-0.0664210504628085,0.90027043222554,0.86614832368544,0.935736788926589,"RP11-455F5.3-Skin - Unexposed"
"164",164,"tqZV3S","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","GULOP","Wald ratio",1,-0.175297915419857,0.0256877782660338,8.84315219246179e-12,"Skin - Unexposed",-0.225645960821283,-0.124949870018431,0.839206970827129,0.798000575127621,0.882541143246939,"GULOP-Skin - Unexposed"
"165",165,"wolZ1u","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","SLC26A1","Wald ratio",1,-0.0553796424162342,0.0115657729861914,1.68254307204339e-06,"Skin - Unexposed",-0.0780485574691693,-0.0327107273632991,0.946125890244032,0.92491951370235,0.967818482504342,"SLC26A1-Skin - Unexposed"
