"","id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval","tissue","lo_ci","up_ci","or","or_lci95","or_uci95"
"105","zm2NhB","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZNF165","Wald ratio",1,-0.093130605,0.020214395,4.08e-06,"Artery - Coronary",-0.1327508192,-0.0535103908,0.911074501640113,0.875683268382335,0.947896091553923
"106","zvMEPB","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CEACAM19","Wald ratio",1,0.205846318,0.023077697,4.68e-19,"Artery - Coronary",0.16061403188,0.25107860412,1.22856438125512,1.17423166535084,1.28541111897012
"107","zY3MFO","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZNF603P","Wald ratio",1,0.039602265,0.008493509,3.12e-06,"Artery - Coronary",0.02295498736,0.05624954264,1.04039688963276,1.02322048065547,1.05786163238652
"108","CDRohp","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","Metazoa_SRP","Inverse variance weighted",3,0.047221298,0.009109552,2.18e-07,"Fetal Cortex",0.02936657608,0.06507601992,1.04835398205065,1.0298020260821,1.0672401528115
"109","0CszZJ","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ASPHD1","Wald ratio",1,0.246991104,0.039712295,4.99e-10,"Fetal Cortex",0.1691550058,0.3248272022,1.28016772435554,1.18430369863944,1.38379150919174
"110","0kRmlC","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CELF1","Wald ratio",1,-0.197529037,0.029647215,2.69e-11,"Fetal Cortex",-0.2556375784,-0.1394204956,0.820756307980797,0.774422585410896,0.869862178325864
"111","2nzhuB","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ASXL3","Wald ratio",1,0.461504601,0.101163146,5.07e-06,"Fetal Cortex",0.26322483484,0.65978436716,1.58645917822847,1.30111922300027,1.93437517461445
"112","8Ri9rF","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CTD-2574D22.2","Wald ratio",1,0.106942552,0.021599235,7.37e-07,"Fetal Cortex",0.0646080514,0.1492770526,1.11287032046873,1.06674083485836,1.16099460122816
"113","9EoD7C","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KAT8","Wald ratio",1,-0.104995431,0.022271758,2.43e-06,"Fetal Cortex",-0.14864807668,-0.06134278532,0.900328636178407,0.86187237452122,0.940500794648585
"114","a0EtSs","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","B4GALT3","Wald ratio",1,-0.201354867,0.043587407,3.85e-06,"Fetal Cortex",-0.28678618472,-0.11592354928,0.817622232917016,0.750672216869298,0.890543303371788
"115","AHyu0F","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-259G18.1","Wald ratio",1,-0.036256406,0.007012845,2.34e-07,"Fetal Cortex",-0.0500015822,-0.0225112298,0.964392985630996,0.951227919466709,0.977740257304144
"116","bBYEg3","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","BIN1","Wald ratio",1,-0.11652092,0.018843888,6.27e-10,"Fetal Cortex",-0.15345494048,-0.07958689952,0.890011477741807,0.8577394126543,0.9234977649691
"117","bMEN6D","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZKSCAN1","Wald ratio",1,-0.186006944,0.03071984,1.4e-09,"Fetal Cortex",-0.2462178304,-0.1257960576,0.830267829582107,0.781751917044243,0.881794663766675
"118","BOtzQA","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","DDX54","Wald ratio",1,-0.301920742,0.064309536,2.67e-06,"Fetal Cortex",-0.42796743256,-0.17587405144,0.739396665668138,0.651832642973546,0.83872361271626
"119","BTwkdU","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-259G18.3","Wald ratio",1,-0.033169698,0.006144859,6.74e-08,"Fetal Cortex",-0.04521362164,-0.02112577436,0.967374384161062,0.955793281894734,0.979095811675792
"120","btxjUp","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","YPEL3","Wald ratio",1,-0.25314687,0.044382893,1.17e-08,"Fetal Cortex",-0.34013734028,-0.16615639972,0.77635385036004,0.71167257473971,0.84691376675475
"121","cR4bMu","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZNF603P","Wald ratio",1,0.038801359,0.008497395,4.96e-06,"Fetal Cortex",0.0221464648,0.0554562532,1.03956396311392,1.02239351816697,1.05702277469703
"122","crKwNK","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KANSL1-AS1","Wald ratio",1,-0.037277994,0.006715521,2.84e-08,"Fetal Cortex",-0.05044041516,-0.02411557284,0.963408276398799,0.950810580880836,0.976172884165694
"123","dsnT6K","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","STAG3","Wald ratio",1,-0.157360782,0.025344834,5.34e-10,"Fetal Cortex",-0.20703665664,-0.10768490736,0.854395752596948,0.812989847965173,0.897910476843959
"124","f3uvyS","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RITA1","Wald ratio",1,-0.131446466,0.028696059,4.64e-06,"Fetal Cortex",-0.18769074164,-0.07520219036,0.876826213895911,0.828871002886855,0.9275559245013
"125","gfdhrz","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-798G7.6","Wald ratio",1,0.060963664,0.011043325,3.38e-08,"Fetal Cortex",0.039318747,0.082608581,1.06286029339392,1.04010196019828,1.08611659866312
"126","gpO4Hk","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","GRN","Wald ratio",1,-0.277418158,0.039508468,2.19e-12,"Fetal Cortex",-0.35485475528,-0.19998156072,0.7577375768241,0.701275292345348,0.81874585002277
"127","JCSppC","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","GGA2","Wald ratio",1,0.192676272,0.042183563,4.93e-06,"Fetal Cortex",0.10999648852,0.27535605548,1.21249021294623,1.11627415067763,1.31699951629082
"128","k4vbJ0","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","SIGLEC11","Wald ratio",1,0.082459853,0.018184378,5.77e-06,"Fetal Cortex",0.04681847212,0.11810123388,1.0859550747255,1.04793176298137,1.1253580299608
"129","KACLzh","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","APOE","Wald ratio",1,0.230568247,0.024564172,6.21e-21,"Fetal Cortex",0.18242246988,0.27871402412,1.25931540885172,1.20012110181353,1.32142939289619
"130","kB7lyS","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","EPHX2","Wald ratio",1,0.137237052,0.027744675,7.56e-07,"Fetal Cortex",0.082857489,0.191616615,1.14710003865144,1.08638697542153,1.2112060697005
"131","lYjdAe","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","PVR","Wald ratio",1,-0.260728754,0.054812295,1.97e-06,"Fetal Cortex",-0.3681608522,-0.1532966558,0.770489883572439,0.692005862070641,0.857875190408241
"132","MqRsIa","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CNPY4","Wald ratio",1,-0.178545082,0.029327802,1.14e-09,"Fetal Cortex",-0.23602757392,-0.12106259008,0.836486345549918,0.789758896883923,0.885978504391953
"133","nV5CAh","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZSCAN26","Wald ratio",1,-0.087434873,0.018279835,1.73e-06,"Fetal Cortex",-0.1232633496,-0.0516063964,0.916278544180457,0.884030822739474,0.949702599648927
"134","Pchi6I","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPK8IP1P2","Wald ratio",1,-0.031199647,0.006068301,2.73e-07,"Fetal Cortex",-0.04309351696,-0.01930577704,0.969282039506129,0.957821813294421,0.980879385986973
"135","PGhmWm","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPT-AS1","Wald ratio",1,0.129979597,0.023809347,4.78e-08,"Fetal Cortex",0.08331327688,0.17664591712,1.13880514804615,1.08688225029949,1.19320852360876
"136","qJKwfP","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","USP6NL","Wald ratio",1,-0.189008267,0.0399976,2.3e-06,"Fetal Cortex",-0.267403563,-0.110612971,0.82777966341197,0.765364136485191,0.895285183213823
"137","Smg2IG","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-521O16.2","Wald ratio",1,0.116950746,0.019952746,4.59e-09,"Fetal Cortex",0.07784336384,0.15605812816,1.12406406367566,1.08095332903026,1.16889414678112
"138","Sx043T","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LINC02210","Wald ratio",1,-0.081019369,0.014813243,4.52e-08,"Fetal Cortex",-0.11005332528,-0.05198541272,0.922175829647982,0.895786365964098,0.949342715069886
"139","tNizP1","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LRRC37A4P","Wald ratio",1,0.039145765,0.007046238,2.77e-08,"Fetal Cortex",0.02533513852,0.05295639148,1.03992205684147,1.02565880070347,1.05438366400568
"140","WGcF9P","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LRRC37A","Wald ratio",1,-0.074818294,0.014284778,1.63e-07,"Fetal Cortex",-0.10281645888,-0.04682012912,0.927912078203093,0.902292566072671,0.954259025565147
"141","YfF9Dq","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LRRC37A17P","Wald ratio",1,0.082329331,0.014723129,2.25e-08,"Fetal Cortex",0.05347199816,0.11118666384,1.08581334294699,1.05492745144429,1.11760350354669
"142","9XStRP","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZBTB20","Inverse variance weighted",4,-0.070918486,0.01424712,6.43e-07,"Liver",-0.0988428412,-0.0429941308,0.931537822406915,0.905885064646655,0.95791701225706
"143","0jy2fL","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPK8IP1P2","Wald ratio",1,-0.040703755,0.007870453,2.32e-07,"Liver",-0.05612984288,-0.02527766712,0.96011351665039,0.945416372335999,0.975039138128197
"144","4cvUZV","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CTB-171A8.1","Wald ratio",1,0.112839364,0.015490225,3.23e-13,"Liver",0.082478523,0.143200205,1.11945209419808,1.08597534969601,1.15396080726442
"145","6io9t6","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","TUFT1","Wald ratio",1,0.113007243,0.025146384,6.99e-06,"Liver",0.06372033036,0.16229415564,1.11964004247204,1.06579428677252,1.17620617811997
"146","7uIkny","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPK8IP1P1","Wald ratio",1,-0.050027422,0.009079051,3.58e-08,"Liver",-0.06782236196,-0.03223248204,0.951203340245078,0.934426448517884,0.968281447864087
"147","bUi31Y","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","APOC4","Wald ratio",1,0.31835491,0.02931797,1.81e-27,"Liver",0.2608916888,0.3758181312,1.37486412767565,1.29808706045206,1.45618227556406
"148","CMnOhO","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","HLA-DQA2","Wald ratio",1,-0.125841537,0.01839395,7.84e-12,"Liver",-0.161893679,-0.089789395,0.881754561186371,0.850531629106471,0.91412368401839
"149","COCWRW","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","SIRPB1","Wald ratio",1,-0.066144209,0.015048682,1.11e-05,"Liver",-0.09563962572,-0.03664879228,0.935995875529341,0.908791462132429,0.96401464528754
"150","H7LtcE","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","IGHV2-70","Wald ratio",1,0.107880684,0.023117289,3.06e-06,"Liver",0.06257079756,0.15319057044,1.11391482959533,1.06456982519603,1.16554707659867
"151","hKQNPq","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KAT8","Wald ratio",1,-0.12307866,0.026577397,3.64e-06,"Liver",-0.17517035812,-0.07098696188,0.884194109116697,0.839314024629951,0.931474036718688
"152","kisTUZ","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPT-IT1","Wald ratio",1,0.112116037,0.022791556,8.69e-07,"Liver",0.06744458724,0.15678748676,1.1186426570523,1.06977097899295,1.16974700075995
"153","kruVgY","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LRRC37A4P","Wald ratio",1,0.049224662,0.008802951,2.25e-08,"Liver",0.03197087804,0.06647844596,1.05045632185034,1.03248743680946,1.06873792820686
"154","lnJXji","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","DND1P1","Wald ratio",1,-0.042190202,0.007458625,1.54e-08,"Liver",-0.056809107,-0.027571297,0.958687418965801,0.944774402973871,0.972805321979842
"155","LoZnQT","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LINC02210","Wald ratio",1,0.144303212,0.029481301,9.84e-07,"Liver",0.08651986204,0.20208656196,1.15523433633918,1.09037302453533,1.22395395137894
"156","LzAJzW","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","VKORC1","Wald ratio",1,-0.039046553,0.008528589,4.69e-06,"Liver",-0.05576258744,-0.02233051856,0.961705937807732,0.945763645406863,0.977916961924214
"157","MiHZEk","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","APOC2","Wald ratio",1,0.335741472,0.035769067,6.21e-21,"Liver",0.26563410068,0.40584884332,1.39897730325111,1.304257744346,1.50057571327142
"158","MioZOp","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-196G11.6","Wald ratio",1,0.07875043,0.01665121,2.25e-06,"Liver",0.0461140584,0.1113868016,1.0819342700375,1.04719384540005,1.11782720059283
"159","mp0FFN","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","AC012146.7","Wald ratio",1,-0.092754855,0.015341134,1.48e-09,"Liver",-0.12282347764,-0.06268623236,0.911416902208583,0.8844197686471,0.939238129991355
"160","mv84mh","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZNF646","Wald ratio",1,-0.118973893,0.026650152,8.03e-06,"Liver",-0.17120819092,-0.06673959508,0.887830979062761,0.842646123936977,0.935438762479249
"161","S1pWlk","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-707O23.1","Wald ratio",1,-0.042618479,0.007880398,6.37e-08,"Liver",-0.05806405908,-0.02717289892,0.958276923103311,0.943589500025447,0.973192962964917
"162","SLFTUz","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-196G11.2","Wald ratio",1,-0.136098735,0.030164363,6.42e-06,"Liver",-0.19522088648,-0.07697658352,0.872756456625758,0.822652925076696,0.925911534941584
"163","tDy1EQ","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-137H2.4","Wald ratio",1,-0.061475332,0.013576438,5.95e-06,"Liver",-0.08808515048,-0.03486551352,0.940376142652004,0.915682902564923,0.965735285863725
"164","ttpUmR","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","NECTIN2","Wald ratio",1,0.194377867,0.013852555,9.94e-45,"Liver",0.1672268592,0.2215288748,1.21455513656374,1.18202238754743,1.24798328296821
"165","UDMGCQ","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","INO80E","Wald ratio",1,0.142116117,0.024492352,6.53e-09,"Liver",0.09411110708,0.19012112692,1.15271049005019,1.09868181046374,1.20939607920778
"166","YIbZgg","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","BIN1","Wald ratio",1,-0.328241151,0.033525818,1.23e-22,"Liver",-0.39395175428,-0.26253054772,0.720189324386978,0.674386591722265,0.769102869670604
"167","zYanUK","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-669E14.4","Wald ratio",1,0.084134049,0.015556862,6.37e-08,"Liver",0.05364259948,0.11462549852,1.08777469914672,1.05510743881262,1.12145337297151
"168","SgKppL","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","Y_RNA","Inverse variance weighted",2,-0.056187482,0.012882245,1.29e-05,"Lung",-0.0814366822,-0.0309382818,0.945361880938697,0.921791073788982,0.96953540920981
"169","0vYqHr","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","PVR","Wald ratio",1,-0.27125146,0.057024455,1.97e-06,"Lung",-0.3830193918,-0.1594835282,0.762424752969792,0.681799677834804,0.852584010874073
"170","10fOiZ","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CTB-171A8.1","Wald ratio",1,0.068010848,0.00895065,3e-14,"Lung",0.050467574,0.085554122,1.07037691986462,1.05176275834286,1.08932051595364
"171","1i3P2V","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-385F7.1","Wald ratio",1,-0.184863157,0.026830219,5.57e-12,"Lung",-0.23745038624,-0.13227592776,0.831218022437628,0.788636017208554,0.876099221629142
"172","1pcd4o","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","PRSS36","Wald ratio",1,0.132461246,0.026314846,4.81e-07,"Lung",0.08088414784,0.18403834416,1.14163477231791,1.08424527713293,1.202061914267
"173","3kTGlj","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZSCAN26","Wald ratio",1,-0.254358743,0.048169554,1.29e-07,"Lung",-0.34877106884,-0.15994641716,0.775413577950792,0.705554635223576,0.852189450473838
"174","403KpL","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CHRNE","Wald ratio",1,0.060815603,0.011615531,1.64e-07,"Lung",0.03804916224,0.08358204376,1.06270293688548,1.03878230048795,1.08717440751016
"175","56WK3f","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","SNX22","Wald ratio",1,-0.125480413,0.026600773,2.39e-06,"Lung",-0.17761792808,-0.07334289792,0.882073041422492,0.83726225678321,0.929282126479261
"176","6hroED","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","OTULIN","Wald ratio",1,0.406037827,0.080408475,4.43e-07,"Lung",0.248437216,0.563638438,1.50085932438992,1.28202032947814,1.75705381561703
"177","6S669x","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","HLA-DRB1","Wald ratio",1,0.086717309,0.018057838,1.57e-06,"Lung",0.05132394652,0.12211067148,1.09058833662995,1.05266384484445,1.12987914025777
"178","73XDYu","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","PLEKHM1","Wald ratio",1,-0.178047709,0.036813045,1.32e-06,"Lung",-0.2502012772,-0.1058941408,0.836902494755173,0.77864404400496,0.89951986548936
"179","8hlqau","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LILRB1","Wald ratio",1,-0.209179407,0.045302943,3.89e-06,"Lung",-0.29797317528,-0.12038563872,0.811249678715727,0.742321252040438,0.886578471796895
"180","A0s682","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPK8IP1P1","Wald ratio",1,-0.048393542,0.008742629,3.11e-08,"Lung",-0.06552909484,-0.03125798916,0.952758762699433,0.936571796956635,0.969225491147888
"181","a1t09A","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPK8IP1P2","Wald ratio",1,-0.045043246,0.008328751,6.37e-08,"Lung",-0.06136759796,-0.02871889404,0.955956139659949,0.940477458630463,0.971689573808942
"182","bfbjeg","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CTSH","Wald ratio",1,0.141965518,0.030437052,3.1e-06,"Lung",0.08230889608,0.20162213992,1.15253690607421,1.0857911546649,1.22338565216353
"183","cqjv64","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KANSL1-AS1","Wald ratio",1,-0.042864666,0.007772165,3.48e-08,"Lung",-0.0580981094,-0.0276312226,0.958041036819703,0.943557371048027,0.972747027783914
"184","DDBsqN","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","PLEKHA1","Wald ratio",1,0.299614103,0.064544528,3.45e-06,"Lung",0.17310682812,0.42612137788,1.34933800160693,1.18899311619903,1.5313066306061
"185","DwhDVv","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-259G18.1","Wald ratio",1,-0.154204993,0.027526574,2.12e-08,"Lung",-0.20815707804,-0.10025290796,0.857096304259022,0.812079466842013,0.904608606385796
"186","DZjG1v","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","PTK2B","Wald ratio",1,0.520682195,0.068232924,2.33e-14,"Lung",0.38694566396,0.65441872604,1.68317551203983,1.47247648055848,1.92402380733173
"187","fr1cXX","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CELF1","Wald ratio",1,-0.362908222,0.07391037,9.1e-07,"Lung",-0.5077725472,-0.2180438968,0.695650275960411,0.60183464517058,0.804090143907607
"188","gM0Pd6","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-214N9.1","Wald ratio",1,0.183245041,0.038377735,1.8e-06,"Lung",0.1080246804,0.2584654016,1.20110869289865,1.11407524086974,1.29494134617914
"189","HPQ7LF","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","DOC2A","Wald ratio",1,0.450293909,0.071517268,3.05e-10,"Lung",0.31012006372,0.59046775428,1.56877319430029,1.3635888218508,1.80483243608198
"190","HZVtfe","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","WNT3","Wald ratio",1,-0.124926546,0.025197499,7.13e-07,"Lung",-0.17431364404,-0.07553944796,0.882561727892888,0.840033384871418,0.92724315196176
"191","i2d8yw","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPT","Wald ratio",1,-0.082222055,0.016714545,8.69e-07,"Lung",-0.1149825632,-0.0494615468,0.921067408363113,0.891381686615517,0.951741754948877
"192","iAyXup","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","SLC26A1","Wald ratio",1,-0.05024258,0.010241293,9.3e-07,"Lung",-0.07031551428,-0.03016964572,0.95099870325223,0.932099682745861,0.97028091558101
"193","JA9geV","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","APOC2","Wald ratio",1,-0.161683245,0.017159778,4.42e-21,"Lung",-0.19531640988,-0.12805008012,0.850710628712451,0.822574346225392,0.87980931708516
"194","jGelNc","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","NME8","Wald ratio",1,0.122327443,0.026373348,3.51e-06,"Lung",0.07063568092,0.17401920508,1.13012409242479,1.07319017098255,1.19007842115218
"195","jIaYUd","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LACTB","Wald ratio",1,0.144945465,0.027431268,1.26e-07,"Lung",0.09118017972,0.19871075028,1.15597652736909,1.09546636830103,1.21982907964647
"196","KReaw2","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZNF603P","Wald ratio",1,0.055206874,0.011689211,2.33e-06,"Lung",0.03229602044,0.07811772756,1.05675920806848,1.03282319683458,1.0812499440951
"197","lCRey4","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","EXOC3L2","Wald ratio",1,-0.188365255,0.036536364,2.53e-07,"Lung",-0.25997652844,-0.11675398156,0.828312106834309,0.771069683799519,0.889804074448193
"198","leFHk4","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CD55","Wald ratio",1,0.332937766,0.055295608,1.73e-09,"Lung",0.22455837432,0.44131715768,1.39506047557453,1.25176978042505,1.5547537262398
"199","LjseHe","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZNF668","Wald ratio",1,0.216568616,0.047303145,4.69e-06,"Lung",0.1238544518,0.3092827802,1.24180829034823,1.13185112011667,1.36244758923651
"200","lQrsbl","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KAT8","Wald ratio",1,-0.127061558,0.026952452,2.43e-06,"Lung",-0.17988836392,-0.07423475208,0.880679458062426,0.835363462908434,0.928453711816389
"201","LT4Xi2","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","NDUFAF6","Wald ratio",1,0.284712547,0.050573939,1.81e-08,"Lung",0.18558762656,0.38383746744,1.32937983897054,1.20392569101995,1.46790683963573
"202","LvmxMT","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CEACAM19","Wald ratio",1,0.32725801,0.03799521,7.11e-18,"Lung",0.2527873984,0.4017286216,1.3871593319925,1.2876094998931,1.49440572820691
"203","Mhun2B","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KCTD13","Wald ratio",1,-0.26100106,0.056505384,3.86e-06,"Lung",-0.37175161264,-0.15025050736,0.770280103117737,0.689525490671685,0.860492389746305
"204","NEsLY3","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","INO80E","Wald ratio",1,0.12392169,0.021356717,6.53e-09,"Lung",0.08206252468,0.16578085532,1.13192722630725,1.08552367972846,1.18031441375476
"205","OqS3eo","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RITA1","Wald ratio",1,-0.266554188,0.057331487,3.33e-06,"Lung",-0.37892390252,-0.15418447348,0.766014493808144,0.68459770684444,0.857113891644221
"206","p5orys","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KCNH6","Wald ratio",1,0.07369502,0.011942671,6.8e-10,"Lung",0.05028738484,0.09710265516,1.07647845103,1.05157325916828,1.10197349107991
"207","ptRsHF","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","FAM96A","Wald ratio",1,0.344264381,0.072629616,2.14e-06,"Lung",0.20191033364,0.48661842836,1.41095161500009,1.22373827503503,1.62680574799735
"208","qWm90S","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","HLA-E","Wald ratio",1,0.462168389,0.095507482,1.3e-06,"Lung",0.27497372428,0.64936305372,1.58751260037928,1.31649608253071,1.91432112089418
"209","rWuxeF","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","AZGP1","Wald ratio",1,0.199547033,0.040540029,8.56e-07,"Lung",0.12008857616,0.27900548984,1.22084962830126,1.12759672534405,1.32181460040029
"210","sBNdO6","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-259G18.3","Wald ratio",1,-0.042646211,0.007796382,4.5e-08,"Lung",-0.05792711972,-0.02736530228,0.958250348536165,0.943718723415366,0.9730057353811
"211","SbRrqq","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","HLA-DRB9","Wald ratio",1,-0.053030705,0.011048063,1.59e-06,"Lung",-0.07468490848,-0.03137650152,0.948350892921075,0.928035856493091,0.969110632753764
