"","id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval","tissue","lo_ci","up_ci","or","or_lci95","or_uci95"
"212","sFfxWt","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","EPHA1-AS1","Wald ratio",1,-0.180103978,0.022027105,2.92e-16,"Lung",-0.2232771038,-0.1369308522,0.835183366200304,0.799893165145557,0.872030523039587
"213","slbhBo","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","APH1B","Wald ratio",1,0.275901058,0.030318798,9.03e-20,"Lung",0.21647621392,0.33532590208,1.31771747997428,1.24169354998045,1.39839605114893
"214","T7yjCa","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","INCA1","Wald ratio",1,0.232254095,0.050666251,4.56e-06,"Lung",0.13294824304,0.33155994696,1.26144021376091,1.14219088047331,1.39313965826253
"215","Tgc5Vh","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","NBEAL1","Wald ratio",1,0.239538046,0.047827896,5.49e-07,"Lung",0.14579536984,0.33328072216,1.27066202731377,1.15695941503596,1.39553900221034
"216","TTSGFu","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","INPP5D","Wald ratio",1,-0.529239315,0.090486245,4.95e-09,"Lung",-0.7065923552,-0.3518862748,0.589052882988585,0.493322403995829,0.70336010719695
"217","TYEvJQ","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","TMEM219","Wald ratio",1,0.455297757,0.074519793,9.98e-10,"Lung",0.30923896272,0.60135655128,1.5766427695701,1.36238789152443,1.82459227529995
"218","V9F6Jz","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","APOE","Wald ratio",1,0.363058465,0.038519618,4.29e-21,"Lung",0.28756001372,0.43855691628,1.4377199130788,1.33317059828944,1.55046814797407
"219","VwK5XW","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","EARS2","Wald ratio",1,-0.225931606,0.048122616,2.67e-06,"Lung",-0.32025193336,-0.13161127864,0.797772662663321,0.725966118949476,0.876681713760829
"220","xGyka8","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ACE","Wald ratio",1,0.166035007,0.024139842,6.07e-12,"Lung",0.11872091668,0.21334909732,1.18061443076925,1.126055611093,1.23781669431731
"221","XrclQn","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","C17orf107","Wald ratio",1,0.115960933,0.022269589,1.92e-07,"Lung",0.07231253856,0.15960932744,1.12295200091048,1.07499126778937,1.17305250203757
"222","xv9Xfp","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","DCAF7","Wald ratio",1,0.358566817,0.044274256,5.55e-16,"Lung",0.27178927524,0.44534435876,1.431276662546,1.31231043587089,1.56102765683589
"223","Y2JXZl","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LINC02210","Wald ratio",1,-0.044446216,0.008118405,4.38e-08,"Lung",-0.0603582898,-0.0285341422,0.956527044560728,0.941427169398546,0.971869111830091
"224","yJuzW2","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","EPHX2","Wald ratio",1,0.154818966,0.028383477,4.91e-08,"Lung",0.09918735108,0.21045058092,1.16744659444665,1.10427316695031,1.23423405700341
"225","ymgQCu","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","TAF6","Wald ratio",1,0.448709689,0.079810024,1.89e-08,"Lung",0.29228204196,0.60513733604,1.56628988000788,1.3394807541453,1.83150372308297
"226","ynttSa","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","FCER1G","Wald ratio",1,-0.363126321,0.063392071,1.01e-08,"Lung",-0.48737478016,-0.23887786184,0.69549857187473,0.61423678604039,0.787511061651038
"227","5AJeBB","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","SIRPB1","Inverse variance weighted",2,-0.032217903,0.007137115,6.36e-06,"Skin - Exposed",-0.0462066484,-0.0182291576,0.968295564580951,0.954844624687737,0.981935988479554
"228","aeCGMK","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","C6orf106","Inverse variance weighted",2,-0.224478609,0.051704208,1.41e-05,"Skin - Exposed",-0.32581885668,-0.12313836132,0.798932666485806,0.721935949462737,0.884141323136958
"229","Ecamn0","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CTB-171A8.1","Inverse variance weighted",2,0.072548714,0.009776766,1.17e-13,"Skin - Exposed",0.05338625264,0.09171117536,1.07524518430828,1.05483700001937,1.09604821063057
"230","EcqvVz","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","GALNT6","Inverse variance weighted",2,-0.252393473,0.061284405,3.82e-05,"Skin - Exposed",-0.3725109068,-0.1322760392,0.776938973409138,0.689002136708395,0.87609912399665
"231","LX3wV9","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","IDUA","Inverse variance weighted",2,0.193273954,0.042604968,5.72e-06,"Skin - Exposed",0.10976821672,0.27677969128,1.21321511313,1.11601936584917,1.31887577919142
"232","okGZfR","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","HLA-DOB","Inverse variance weighted",2,-0.044204712,0.009339627,2.21e-06,"Skin - Exposed",-0.06251038092,-0.02589904308,0.956758077564672,0.939403310892241,0.974433460443969
"233","txfwK9","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MIEF2","Inverse variance weighted",2,0.189743999,0.04042941,2.69e-06,"Skin - Exposed",0.1105023554,0.2689856426,1.20894006817262,1.11683897965155,1.30863635229602
"234","0iHrGY","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CSTF1","Wald ratio",1,0.489362696,0.092843515,1.36e-07,"Skin - Exposed",0.3073894066,0.6713359854,1.63127626971656,1.35987040749351,1.95684989795843
"235","1Gxxbi","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-455F5.3","Wald ratio",1,-0.138213669,0.024799827,2.5e-08,"Skin - Exposed",-0.18682132992,-0.08960600808,0.870912584842778,0.829591946404093,0.914291337717579
"236","2ymbcn","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZNF646","Wald ratio",1,-0.164392618,0.03582916,4.47e-06,"Skin - Exposed",-0.2346177716,-0.0941674644,0.848408855892822,0.790873086017662,0.910130335047578
"237","5vOsAK","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","FCER1G","Wald ratio",1,-0.265809911,0.046529109,1.11e-08,"Skin - Exposed",-0.35700696464,-0.17461285736,0.766584832996394,0.699767624088054,0.839782073293181
"238","7Uqp3C","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","GAL3ST4","Wald ratio",1,0.415040171,0.06737125,7.25e-10,"Skin - Exposed",0.282992521,0.547087821,1.51443157570097,1.32709523643477,1.72821281737217
"239","8H3C8z","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","EARS2","Wald ratio",1,-0.192029687,0.04090163,2.67e-06,"Skin - Exposed",-0.2721968818,-0.1118624922,0.825282367970353,0.761704280616274,0.894167204012167
"240","Aclzhd","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MS4A2","Wald ratio",1,-0.409076069,0.052659714,7.96e-15,"Skin - Exposed",-0.51228910844,-0.30586302956,0.664263700524854,0.599122551418479,0.736487489563331
"241","AjliXX","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ADGRF2","Wald ratio",1,0.341974006,0.059699447,1.01e-08,"Skin - Exposed",0.22496308988,0.45898492212,1.40772370466853,1.25227649366318,1.5824668423575
"242","AR2xHD","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","PVR","Wald ratio",1,-0.111134994,0.023497113,2.25e-06,"Skin - Exposed",-0.15718933548,-0.06508065252,0.894817945721596,0.854542248333167,0.936991889572722
"243","bKa0hx","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPK8IP1P1","Wald ratio",1,-0.04775346,0.008508798,2e-08,"Skin - Exposed",-0.06443070408,-0.03107621592,0.953368801650427,0.937601083940662,0.969401686419012
"244","bnGhLK","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LACTB","Wald ratio",1,0.327334523,0.066439185,8.36e-07,"Skin - Exposed",0.1971137204,0.4575553256,1.38726547177496,1.21788253091975,1.58020616957664
"245","bZVEqx","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","NDUFS2","Wald ratio",1,-0.30287572,0.056789198,9.64e-08,"Skin - Exposed",-0.41418254808,-0.19156889192,0.738690895170439,0.660880297824243,0.825662741655555
"246","cBP3Ts","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZKSCAN3","Wald ratio",1,-0.138286618,0.028911308,1.73e-06,"Skin - Exposed",-0.19495278168,-0.08162045432,0.870849054957875,0.822873511843508,0.921621689853654
"247","ccSQ4g","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RNF167","Wald ratio",1,0.703937411,0.142013498,7.17e-07,"Skin - Exposed",0.42559095492,0.98228386708,2.02169730985065,1.53049460578777,2.6705484600866
"248","cSxlNb","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CNN2","Wald ratio",1,-0.257805177,0.052061628,7.35e-07,"Skin - Exposed",-0.35984596788,-0.15576438612,0.772745766091098,0.697783798911532,0.85576079574101
"249","CsZS4Q","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","HLA-DQA2","Wald ratio",1,-0.143335084,0.026403831,5.68e-08,"Skin - Exposed",-0.19508659276,-0.09158357524,0.866463682129764,0.822763409616798,0.912485051807949
"250","deL0et","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","HLA-DRB6","Wald ratio",1,-0.041566187,0.009022904,4.09e-06,"Skin - Exposed",-0.05925107884,-0.02388129516,0.959285840988288,0.942470105146946,0.976401606475495
"251","drTDhp","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","WDR81","Wald ratio",1,-0.471038168,0.100220887,2.6e-06,"Skin - Exposed",-0.66747110652,-0.27460522948,0.624353747622788,0.513004271918258,0.75987203910211
"252","dxcVRe","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MADD","Wald ratio",1,-0.462419661,0.078343827,3.58e-09,"Skin - Exposed",-0.61597356192,-0.30886576008,0.629757999607254,0.540114804054008,0.734279333009493
"253","f3TKOg","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LRRC37A4P","Wald ratio",1,0.043830802,0.008104563,6.37e-08,"Skin - Exposed",0.02794585852,0.05971574548,1.04480556092098,1.02834000706429,1.06153475760197
"254","HnTUpC","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-385F7.1","Wald ratio",1,-0.175120639,0.025456834,6.02e-12,"Skin - Exposed",-0.22501603364,-0.12522524436,0.839355755622065,0.798503415740431,0.88229814751964
"255","i7ZVrV","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CLPTM1","Wald ratio",1,-0.44066162,0.090955067,1.27e-06,"Skin - Exposed",-0.61893355132,-0.26238968868,0.643610454635723,0.538518433744378,0.769211212392834
"256","I9DE8d","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MARK4","Wald ratio",1,0.758913894,0.104457249,3.72e-13,"Skin - Exposed",0.55417768596,0.96365010204,2.13595508659098,1.74050915103462,2.62124685137214
"257","ICL8th","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","IAH1","Wald ratio",1,-0.20975584,0.04002974,1.61e-07,"Skin - Exposed",-0.2882141304,-0.1312975496,0.810782182382777,0.749601062677134,0.876956797421882
"258","itE0DO","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ACE","Wald ratio",1,-0.379572867,0.046343199,2.6e-16,"Skin - Exposed",-0.47040553704,-0.28874019696,0.684153571379266,0.624748858099909,0.74920682633109
"259","JFrjYo","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","SLC26A1","Wald ratio",1,-0.055661042,0.011345776,9.3e-07,"Skin - Exposed",-0.07789876296,-0.03342332104,0.945859688268647,0.925058071944299,0.96712906683931
"260","JlvHoo","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ICA1L","Wald ratio",1,-0.237531087,0.048311408,8.8e-07,"Skin - Exposed",-0.33222144668,-0.14284072732,0.788572376250573,0.717328455259855,0.866892130133343
"261","K8DsPh","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPT","Wald ratio",1,-0.110207415,0.019366158,1.27e-08,"Skin - Exposed",-0.14816508468,-0.07224974532,0.895648345127856,0.862288752528663,0.93029852909232
"262","kcDwC2","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAT1A","Wald ratio",1,-0.079317007,0.015669945,4.15e-07,"Skin - Exposed",-0.1100300992,-0.0486039148,0.923747043745827,0.895807171811515,0.952558349252307
"263","m0L2Di","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZSCAN26","Wald ratio",1,-0.170951847,0.031715048,7.04e-08,"Skin - Exposed",-0.23311334108,-0.10879035292,0.842862158835993,0.792063795070654,0.89691843411969
"264","n3xkiu","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","SNX31","Wald ratio",1,0.151772909,0.027534023,3.54e-08,"Skin - Exposed",0.09780622392,0.20573959408,1.16389589613565,1.10274907800995,1.2284332710448
"265","NQqb7U","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","DND1P1","Wald ratio",1,-0.043247358,0.007650255,1.58e-08,"Skin - Exposed",-0.0582418578,-0.0282528582,0.957674472324364,0.94342174593381,0.972142521512425
"266","PjZx2v","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","GPC2","Wald ratio",1,0.204062922,0.039168476,1.89e-07,"Skin - Exposed",0.12729270904,0.28083313496,1.22637531701624,1.13574941325197,1.32423261736964
"267","QifcN7","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","APH1B","Wald ratio",1,0.289153835,0.030450714,2.19e-21,"Skin - Exposed",0.22947043556,0.34883723444,1.33529712816299,1.25793367656883,1.41741846465524
"268","qJuX9V","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KAT8","Wald ratio",1,-0.086381553,0.018653086,3.64e-06,"Skin - Exposed",-0.12294160156,-0.04982150444,0.917244187172871,0.884315303687129,0.951399229883831
"269","Qkq4Qu","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CEACAM22P","Wald ratio",1,-0.292951255,0.040384241,4.04e-13,"Skin - Exposed",-0.37210436736,-0.21379814264,0.746058506432786,0.689282300196106,0.807511370685657
"270","qxuh2H","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZNF668","Wald ratio",1,0.223300483,0.047850103,3.06e-06,"Skin - Exposed",0.12951428112,0.31708668488,1.25019618000026,1.13827536719382,1.37312159564735
"271","rPhDtX","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","B4GALT3","Wald ratio",1,-0.255438622,0.052248809,1.01e-06,"Skin - Exposed",-0.35784628764,-0.15303095636,0.77457667706882,0.699180539437791,0.858103157649966
"272","rXvquA","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZSCAN9","Wald ratio",1,-0.148121567,0.031604345,2.78e-06,"Skin - Exposed",-0.2100660832,-0.0861770508,0.862326278151171,0.810530681739211,0.917431784808496
"273","SDgocp","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ADAM10","Wald ratio",1,-0.145830887,0.031645039,4.06e-06,"Skin - Exposed",-0.20785516344,-0.08380661056,0.86430385584411,0.812324682504645,0.919609081585091
"274","SGRll2","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","PRSS36","Wald ratio",1,-0.32451216,0.059408722,4.7e-08,"Skin - Exposed",-0.44095325512,-0.20807106488,0.722879917376627,0.643422782590762,0.812149319367202
"275","SmkJj0","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ARHGAP27","Wald ratio",1,-0.095660392,0.020950416,4.97e-06,"Skin - Exposed",-0.13672320736,-0.05459757664,0.908772590110416,0.87221161447872,0.946866112336256
"276","U8weQk","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-707O23.1","Wald ratio",1,-0.048594338,0.009002354,6.74e-08,"Skin - Exposed",-0.06623895184,-0.03094972416,0.952567471756789,0.935907200822578,0.969524315500095
"277","UpSFWQ","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","BCAM","Wald ratio",1,-0.580917756,0.060004978,3.63e-22,"Skin - Exposed",-0.69852751288,-0.46330799912,0.559384752202479,0.497317057872236,0.629198809981332
"278","upVJpM","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","NDUFAF6","Wald ratio",1,0.281257992,0.050912043,3.31e-08,"Skin - Exposed",0.18147038772,0.38104559628,1.32479534645097,1.19897903168122,1.463814348377
"279","uq9plZ","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CLU","Wald ratio",1,0.616161814,0.051039352,1.48e-33,"Skin - Exposed",0.51612468408,0.71619894392,1.8518068053186,1.67552187527774,2.04663901726491
"280","V0JZ2P","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CHRNE","Wald ratio",1,0.07296077,0.014218528,2.88e-07,"Skin - Exposed",0.04509245512,0.10082908488,1.0756883368335,1.04612457501086,1.10608757851579
"281","VDt45N","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPK8IP1P2","Wald ratio",1,-0.045275944,0.00800414,1.54e-08,"Skin - Exposed",-0.0609640584,-0.0295878296,0.955733716457883,0.940857055076249,0.970845604915373
"282","VpX8Yb","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KANSL1-AS1","Wald ratio",1,-0.039698424,0.007678612,2.34e-07,"Skin - Exposed",-0.05474850352,-0.02464834448,0.961079233883597,0.946723215571896,0.975652945453872
"283","VxJYte","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-259G18.1","Wald ratio",1,-0.068400939,0.012344921,3.01e-08,"Skin - Exposed",-0.09259698416,-0.04420489384,0.933885967199321,0.911560799718836,0.956757903587799
"284","wn8pEQ","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","INO80E","Wald ratio",1,0.140239026,0.023091567,1.25e-09,"Skin - Exposed",0.09497955468,0.18549849732,1.15054877706443,1.09963637247875,1.20381839081996
"285","yBinLy","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LINC02210","Wald ratio",1,-0.044821178,0.008398615,9.46e-08,"Skin - Exposed",-0.0612824634,-0.0283598926,0.95616845050082,0.94055752917343,0.972038474389331
"286","z3GiD5","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-259G18.3","Wald ratio",1,-0.042572177,0.007690959,3.11e-08,"Skin - Exposed",-0.05764645664,-0.02749789736,0.958321294268634,0.943983627591605,0.972876728160827
"287","z5xCtx","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","FAM157C","Wald ratio",1,-0.160205334,0.030643302,1.71e-07,"Skin - Exposed",-0.22026620592,-0.10014446208,0.851968832836283,0.802305191140511,0.904706712781692
"288","atDC4a","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","SIRPB1","Inverse variance weighted",2,-0.03324182,0.007360559,6.3e-06,"Skin - Unexposed",-0.04766851564,-0.01881512436,0.967304617701606,0.953449788392762,0.981360775174255
"289","YH44PD","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","HLA-DRB6","Inverse variance weighted",2,-0.036037833,0.00775903,3.41e-06,"Skin - Unexposed",-0.0512455318,-0.0208301342,0.964603798937253,0.950045375541791,0.979385314510434
"290","ylJaZO","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","HLA-DOB","Inverse variance weighted",2,-0.049289711,0.010291173,1.67e-06,"Skin - Unexposed",-0.06946041008,-0.02911901192,0.951905312306834,0.932897065973682,0.971300861207268
"291","071GY8","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","B4GALT3","Wald ratio",1,-0.395259053,0.070317622,1.9e-08,"Skin - Unexposed",-0.53308159212,-0.25743651388,0.673505543016522,0.586793921131641,0.773030701475549
"292","1EkTRl","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-707O23.1","Wald ratio",1,-0.046651918,0.00864251,6.74e-08,"Skin - Unexposed",-0.0635912376,-0.0297125984,0.954419556045735,0.938388499080308,0.970724481230648
"293","1rdKti","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CLPTM1","Wald ratio",1,-0.346462025,0.071511735,1.27e-06,"Skin - Unexposed",-0.4866250256,-0.2062990244,0.707185674153337,0.614697485555844,0.813589756716642
"294","1UlKad","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ICA1L","Wald ratio",1,-0.155704968,0.03318756,2.71e-06,"Skin - Unexposed",-0.2207525856,-0.0906573504,0.85581164494933,0.80191506108174,0.913330609656954
"295","29PyHA","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","AC012146.7","Wald ratio",1,-0.090104385,0.016567992,5.37e-08,"Skin - Unexposed",-0.12257764932,-0.05763112068,0.913835789543482,0.884637210798626,0.943998104597768
"296","3pR5c4","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","PRSS36","Wald ratio",1,-0.262715644,0.044354589,3.16e-09,"Skin - Unexposed",-0.34965063844,-0.17578064956,0.768960524764653,0.704934323658883,0.838801954737077
"297","3VSYJy","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CHRNE","Wald ratio",1,0.074861164,0.014907882,5.12e-07,"Skin - Unexposed",0.04564171528,0.10408061272,1.07773451214852,1.04669932739216,1.10968990643178
"298","4jZPtO","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPK8IP1P2","Wald ratio",1,-0.043502517,0.008043862,6.37e-08,"Skin - Unexposed",-0.05926848652,-0.02773654748,0.957430144236261,0.942453699071742,0.972644578715255
"299","5kB8Nj","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","C7orf43","Wald ratio",1,0.373562476,0.060613312,7.14e-10,"Skin - Unexposed",0.25476038448,0.49236456752,1.45290133217166,1.29015244328392,1.63618050875685
"300","5TB04j","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","TP53INP1","Wald ratio",1,0.194306666,0.040047939,1.22e-06,"Skin - Unexposed",0.11581270556,0.27280062644,1.21446866210204,1.12278556094593,1.31363831396736
"301","7l8hE0","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZSCAN9","Wald ratio",1,-0.137158955,0.029770936,4.08e-06,"Skin - Unexposed",-0.19550998956,-0.07880792044,0.871831633120133,0.822415127957882,0.92421743067431
"302","7xXA0L","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KANSL1-AS1","Wald ratio",1,-0.04195877,0.007489908,2.12e-08,"Skin - Unexposed",-0.05663898968,-0.02727855032,0.958909315588546,0.944935139134924,0.973090149197215
"303","8hTc2S","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","APOC2","Wald ratio",1,0.214600938,0.028379619,3.98e-14,"Skin - Unexposed",0.15897688476,0.27022499124,1.2393672139089,1.17231084812092,1.31025921441775
"304","97VI5R","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CTB-171A8.1","Wald ratio",1,0.07741781,0.010188665,3e-14,"Skin - Unexposed",0.0574480266,0.0973875934,1.08049342305455,1.05913022262552,1.10228753020574
"305","9yIVVW","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ADGRF2","Wald ratio",1,0.212647254,0.041001928,2.15e-07,"Skin - Unexposed",0.13228347512,0.29301103288,1.23694824573209,1.14143184093798,1.34045757945772
"306","aa1r0x","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","GAL3ST4","Wald ratio",1,0.338841616,0.065192805,2.02e-07,"Skin - Unexposed",0.2110637182,0.4666195138,1.4033210640069,1.23499104396075,1.59459456675059
"307","aLgEkz","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZSCAN26","Wald ratio",1,-0.151334109,0.028396789,9.86e-08,"Skin - Unexposed",-0.20699181544,-0.09567640256,0.859560463791003,0.813026304222908,0.908758040268812
"308","B2Afge","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","HLA-DQA2","Wald ratio",1,-0.200889111,0.037005889,5.68e-08,"Skin - Unexposed",-0.27342065344,-0.12835756856,0.818003134074345,0.760772698657642,0.879538827479096
"309","C1pZ2x","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","STAG3","Wald ratio",1,-0.216577824,0.043819234,7.71e-07,"Skin - Unexposed",-0.30246352264,-0.13069212536,0.805269863162189,0.73899544437016,0.877487889076133
"310","CD2XLI","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LRRC37A4P","Wald ratio",1,0.044267172,0.008185251,6.37e-08,"Skin - Unexposed",0.02822408004,0.06031026396,1.04526158221336,1.02862615318829,1.06216604727062
"311","cKn5Th","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","EARS2","Wald ratio",1,-0.154491509,0.032906134,2.67e-06,"Skin - Unexposed",-0.21898753164,-0.08999548636,0.856850767631077,0.803331734320447,0.913935310436893
"312","dwwUQC","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","INO80E","Wald ratio",1,0.132832476,0.021741044,9.98e-10,"Skin - Unexposed",0.09022002976,0.17544492224,1.1420586600695,1.09441506109838,1.19177634647198
"313","e5sa5y","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","AC092066.1","Wald ratio",1,-0.148952655,0.031313911,1.97e-06,"Skin - Unexposed",-0.21032792056,-0.08757738944,0.861609906854343,0.810318482307387,0.916147968729087
"314","EjsnaY","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","APH1B","Wald ratio",1,0.344197318,0.036247328,2.19e-21,"Skin - Unexposed",0.27315255512,0.41524208088,1.4108569955247,1.31410070232428,1.51473738527063
"315","FcBaS3","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-259G18.1","Wald ratio",1,-0.073585921,0.013269592,2.93e-08,"Skin - Unexposed",-0.09959432132,-0.04757752068,0.929056316914274,0.905204565752288,0.95353655146556
"316","itTJlg","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","DND1P1","Wald ratio",1,-0.043318075,0.007817995,3.01e-08,"Skin - Unexposed",-0.0586413452,-0.0279948048,0.957606750853262,0.943044936103825,0.972393418566413
